team number,nickname,rookie year,full name,Nasa?,city,region,country,motto,# of events,event codes,event names
172,Northern Force,1996,Lanco Assembly Systems/Adobe/IDEXX Laboratories/Robotics Institute of Maine/P&G Tambrands Inc./Texas Instruments & Falmouth High School & Gorham High School,,Gorham/Falmouth,Maine,USA,Think Pink!,4,"['2016hop', '2016mawor', '2016melew', '2016necmp']","['Hopper Division', 'NE District - WPI Event', 'NE District - Pine Tree Event', 'New England District Championship']"
173,RAGE (Robotics And Gadget Engineering),1995,United Technologies/CNC Software/E&S Gage/JP Fabrication & Tolland High School & Ellington High School & East Hartford High School & Connecticut Ib Academy & Home School,,Tolland,Connecticut,USA,"Motivate, educate, innovate",3,"['2016cthar', '2016ctsc', '2016mawor']","['NE District - Hartford Event', 'Connecticut State Championship', 'NE District - WPI Event']"
174,Arctic Warriors,1998,UTC Carrier / Lockheed Martin / Welch Allyn / SRC / US Army & Liverpool High School,,Liverpool,New York,USA,We are cool under pressure,1,['2016nyro'],['Finger Lakes Regional ']
175,Buzz Robotics,1996,United Technologies Aerospace  Systems Space Systems/PTC & Enrico Fermi High School & Enfield High School,,Enfield,Connecticut,USA,Safety FIRST,4,"['2016cthar', '2016gal', '2016mawor', '2016necmp']","['NE District - Hartford Event', 'Galileo Division', 'NE District - WPI Event', 'New England District Championship']"
176,Aces High,1996,UTC Aerospace Systems/Praxair & Windsor Locks High School & Suffield High School,,Windsor Locks,Connecticut,USA,Laying down the Cards,6,"['2016cthar', '2016ctsc', '2016ctwat', '2016gal', '2016manda', '2016necmp']","['NE District - Hartford Event', 'Connecticut State Championship', 'NE District - Waterbury Event', 'Galileo Division', 'NE District - UMass-Dartmouth Event', 'New England District Championship']"
177,Bobcat Robotics,1995,United Technologies & South Windsor High School,,South Windsor,Connecticut,USA,Have Fun!,5,"['2016cthar', '2016ctsc', '2016ctwat', '2016necmp', '2016tes']","['NE District - Hartford Event', 'Connecticut State Championship', 'NE District - Waterbury Event', 'New England District Championship', 'Tesla Division']"
178,The 2nd Law Enforcers,1997,UTC Otis Elevator / ebm-papst Inc. / Sikorsky / Parker Hannifin Corp. Fluid Control Div. & Farmington High School,,Farmington,Connecticut,USA,We Inspire Kids to Dream FIRST!,3,"['2016ctsc', '2016ctwat', '2016manda']","['Connecticut State Championship', 'NE District - Waterbury Event', 'NE District - UMass-Dartmouth Event']"
179,Children of the Swamp,1998,UTC/EDF/Propp Family Foundation/Lockheed Martin/NASA/FP&L/Florida Turbine Technologies/Aerojet Rocketdyne/Society of Women Engineers & Inlet Grove Community High School,NASA,Riviera Beach,Florida,USA,,4,"['2016alhu', '2016flwp', '2016new', '2016scmb']","['Rocket City Regional', 'South Florida Regional ', 'Newton Division', 'Palmetto Regional']"
180,S.P.A.M.,1998,Pratt & Whitney / Florida Power & Light / Education Foundation of Martin County / Billy LiCausi / UL / Waste Management & South Fork High School & Clark Advanced Learning Center & Martin County High School & Jensen Beach High School,,Stuart,Florida,USA,S.P.A.M. - It's Not Your Momma's Luncheon Meat,4,"['2016arc', '2016cmp', '2016flor', '2016flwp']","['Archimedes Division', 'Einstein Field', 'Orlando Regional', 'South Florida Regional ']"
181,Birds Of Prey,1998,United Technologies/Pratt & Whitney/Stanley Black & Decker & Hphs Academy of Engineering and Green Technology & Pathways to Technology Magnet School,,Hartford,Connecticut,USA,You Can't Rock da Pub!,5,"['2016cthar', '2016ctsc', '2016manda', '2016necmp', '2016tes']","['NE District - Hartford Event', 'Connecticut State Championship', 'NE District - UMass-Dartmouth Event', 'New England District Championship', 'Tesla Division']"
188,Blizzard,1998,Scotiabank/Bell Canada/Sable Metal Fabrication Inc./Toronto District School Board & Woburn Collegiate Institute,,Toronto,Ontario,Canada,The Force from the North.,4,"['2016cmp', '2016new', '2016onnb', '2016onto2']","['Einstein Field', 'Newton Division', 'North Bay Regional', 'Greater Toronto Central Regional']"
190,Gompei and the H.E.R.D.,1992,WPI & Ma Academy for Math and Science School,,Worcester,Massachusetts,USA,"Student designed, built, and operated.",4,"['2016carv', '2016mawor', '2016njski', '2016ripro']","['Carver Division', 'NE District - WPI Event', 'MAR District - Montgomery Event', 'NE District - Rhode Island Event']"
191,X-CATS,1992,Xerox Corporation & JOSEPH C WILSON MAGNET HIGH SCHOOL & JOSEPH C WILSON FOUNDATION ACADEMY,,Rochester,New York,USA,We are building people as much as a robot.,2,"['2016cur', '2016nyro']","['Curie Division', 'Finger Lakes Regional ']"
192,GRT,1997,Robert Bosch LLC/SRI/Madco Welding Supply/Vander-Bend/Sentient Energy/GRT parents & alumni/Palo Alto Unified School District & Henry M Gunn HS,,Palo Alto,California,USA,Make something simple that works,3,"['2016azfl', '2016casj', '2016wimi']","['Arizona North Regional', 'Silicon Valley Regional presented by Google.org', 'Wisconsin Regional']"
193,MORT Beta,1997,Mt. Olive Board of Education/Mount Olive Robotics Education Association & Mt  Olive High,,Flanders,New Jersey,USA,,5,"['2016hop', '2016mrcmp', '2016njbri', '2016njfla', '2016paphi']","['Hopper Division', 'Mid-Atlantic Robotics District Championship', 'MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event', 'MAR District - Springside Chestnut Hill Event']"
195,CyberKnights,1998,"United Technologies / Tiger Enterprises / Construction Insight, Inc. / Mohawk Northeast / Saucier Mechanical Services / Pyramid Technologies / Ametek-Hayden Kerk Motion Solutions / Conveyco & Southington High School",,Southington,Connecticut,USA,Build It- Break It -Fix It -Repeat,6,"['2016cmp', '2016cthar', '2016ctsc', '2016gal', '2016manda', '2016necmp']","['Einstein Field', 'NE District - Hartford Event', 'Connecticut State Championship', 'Galileo Division', 'NE District - UMass-Dartmouth Event', 'New England District Championship']"
199,Deep Blue,1998,Pentair Thermal Management / Google / Sequoia Union High School District / Oracle / Qualcomm / Brin Wojcicki Foundation / Intuitive Surgical / Jameco Electronics / Solidworks / SRI International / Carlmont Academic Foundation / Carlmont PTSA & Carlmont High,,Belmont,California,USA,,1,['2016casj'],['Silicon Valley Regional presented by Google.org']
201,The FEDS,1998,General Motors Research and Development / The Chrysler Foundation / Gallagher-Kaiser Corporation / The State of Michigan / Rochester Community Schools Foundation / TARDEC - NDEP / Genisys Credit Union / Chet's Rent All / Sir Speedy Printing & Rochester High School,,Rochester Hills,Michigan,USA,Everything's a Project,2,"['2016mihow', '2016miwat']","['FIM District - Howell Event', 'FIM District - Waterford Event']"
203,One TUFF Team (Team United for FIRST),1998,Campbell's Soup & Camden Co Tech  Gloucester,,Sicklerville,New Jersey,USA,One T.U.F.F. Team! Team United for FIRST.,2,"['2016pahat', '2016paphi']","['MAR District - Hatboro-Horsham Event', 'MAR District - Springside Chestnut Hill Event']"
204,Eastern Robotic Vikings,1998,Eastern Regional High School Board of Education/Eastern Educational Foundation/Lockheed Martin/Renesas & Eastern High,,Voorhees,New Jersey,USA,,2,"['2016njski', '2016njtab']","['MAR District - Montgomery Event', 'MAR District - Seneca Event']"
207,METALCRAFTERS,1999,Walt Disney Imagineering / The Boeing Company /  Roddenberry Foundation / Space X / Northrop Grumman Aerospace Systems / Indusrtial Metal Supply  / Cooler Master & Hawthorne High,,Hawthorne,California,USA,WE MAKE IT,3,"['2016arc', '2016calb', '2016cave']","['Archimedes Division', 'Los Angeles Regional', 'Ventura Regional']"
213,The Dirty Birds,1999,Smiths Medical / Lehnen Industrial Services / G S Precision & Keene High School,,Keene,New Hampshire,USA,Dirty Birds Get it Done!,2,"['2016nhdur', '2016nhgrs']","['NE District - UNH Event', 'NE District - Granite State Event']"
216,More RoboDawgs,1999,Hepfer & Associates & Grandville High School,,Grandville,Michigan,USA,,3,"['2016abca', '2016misjo', '2016miwmi']","['Western Canada Regional', 'FIM District - St. Joseph Event', 'FIM District - West Michigan Event']"
217,ThunderChickens,1999,Ford Motor Company / Innovation First International / Duggan Manufacturing & Joan C. Sergent Instructional Resource Center,,Sterling Heights,Michigan,USA,Engineering new ways to cross the road,6,"['2016cmp', '2016micmp', '2016mimar', '2016mitry', '2016new', '2016ohcl']","['Einstein Field', 'Michigan State Championship', 'FIM District - Marysville Event', 'FIM District - Troy Event', 'Newton Division', 'Buckeye Regional']"
219,Team Impact,1999,BASF/Picatinny DOTC-Stem & Warren Hills Reg High Sch,,Washington,New Jersey,USA,Brace for Impact,3,"['2016njbri', '2016njfla', '2016paphi']","['MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event', 'MAR District - Springside Chestnut Hill Event']"
222,Tigertrons,1999,Guyette Communication/Procter and Gamble/Print to 3D/Northeast PA Industrial Resource Center & Tunkhannock Hs,,Tunkhannock,Pennsylvania,USA,It's all about solving problems,3,"['2016mrcmp', '2016njfla', '2016njski']","['Mid-Atlantic Robotics District Championship', 'MAR District - Mt. Olive Event', 'MAR District - Montgomery Event']"
223,Xtreme Heat,1999,Johnson & Johnson / Ajac Electric / Turner Pharmaceutical / Eagle Electric / Picatinny STEM  / Reno's Appliances / Teradata & Lakeland Reg H,,Wanaque,New Jersey,USA,"Blood, Sweat and Gears",3,"['2016mrcmp', '2016njbri', '2016njfla']","['Mid-Atlantic Robotics District Championship', 'MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event']"
224,The Tribe,1999,Mars International / ARDEC Picatinny - NDEP  / L'Oreal USA / DuPont Fabros Technology Inc. / F&A Machine / Ascade Systems & Piscataway Twp High,,Piscataway,New Jersey,USA,"""If it ain't Smokin, It ain't Broken""",2,"['2016njbri', '2016njfla']","['MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event']"
225,TechFire,1999,PRESIDIO / St. Onge Company / TE Connectivity / Coupling Corporation of America / DLA Piper / ASGCO Complete Conveyor Solutions / Penn-Air & Hydraulics / DeWALT / Leidos / BAE Systems / Tekgard / Fred Dallmeyer Fund of York County Community Foundation / Google & TechFire Robotics of York,,York,Pennsylvania,USA,,4,"['2016cars', '2016mrcmp', '2016paphi', '2016pawch']","['Carson Division', 'Mid-Atlantic Robotics District Championship', 'MAR District - Springside Chestnut Hill Event', 'MAR District - Westtown Event']"
226,Hammerheads,1999,General Motors ME Vehicle Systems/Delphi Foundation/Gallagher-Kaiser Corporation/Troy Foundation for Educational Excellence & Athens High School & Troy High School,,Troy,Michigan,USA,"Knowledge is power, but enthusiasm throws the switch!",2,"['2016mimid', '2016mitry']","['FIM District - Midland Event', 'FIM District - Troy Event']"
228,GUS Robotics,1999,Meriden Public Schools/United Technologies/Trail of Terror/3M/R&D Precision & Francis T. Maloney High School & Orville H. Platt High School & H. C. Wilcox Technical High School,,Meriden,Connecticut,USA,We don't just build robots; We build your future.,5,"['2016carv', '2016ctsc', '2016ctwat', '2016necmp', '2016ripro']","['Carver Division', 'Connecticut State Championship', 'NE District - Waterbury Event', 'New England District Championship', 'NE District - Rhode Island Event']"
229,Division By Zero,1999,Clarkson University & Massena Senior High School & Salmon River Junior-Senior High School,,Potsdam,New York,USA,"We don't just build robots, we build engineers.",3,"['2016new', '2016nytr', '2016onnb']","['Newton Division', 'New York Tech Valley Regional', 'North Bay Regional']"
230,Gaelhawks,1999,United Technologies/Sikorsky/OEM Controls/Pitney Bowes/Intuitive Surgical/Boeing & Shelton High School,,Shelton,Connecticut,USA,Victory in our grasp!,6,"['2016carv', '2016ctsc', '2016ctwat', '2016manda', '2016melew', '2016necmp']","['Carver Division', 'Connecticut State Championship', 'NE District - Waterbury Event', 'NE District - UMass-Dartmouth Event', 'NE District - Pine Tree Event', 'New England District Championship']"
231,High Voltage,1998,Texas Workforce Commisson/Oceaneering Space Systems/LyondellBasell/Chevron Phillips & Pasadena Independent School District,,Pasadena,Texas,USA,,3,"['2016hop', '2016txho', '2016txsa']","['Hopper Division', 'Lone Star Regional', 'Alamo Regional sponsored by Rackspace Hosting']"
233,The Pink Team,1999,NASA Kennedy Space Center/BECHTEL/School Board of Brevard County/Boeing/PTC/Lockheed Martin/DRS/GDSO/Health 1st/Millennium Engineering/Rockledge Rotary/Craig Technologies/NASA Alumni Association/MEA/Cape Canaveral Technical Society & Rockledge Senior High School & Cocoa Beach Junior/Senior High School & Space Coast Junior/Senior High School & Viera High School,NASA,Rockledge/Cocoa Beach,Florida,USA,The best way to predit the future is to create it!,4,"['2016cars', '2016flor', '2016lake', '2016txho']","['Carson Division', 'Orlando Regional', 'Bayou Regional', 'Lone Star Regional']"
234,Cyber Blue,1999,Allison Transmission/Rolls-Royce/Morris Machine/Our Proud Grandmas & Perry Meridian High School,,Indianapolis,Indiana,USA,One Step Higher,4,"['2016incmp', '2016inpmh', '2016inwch', '2016ncmcl']","['Indiana State Championship', 'IN District - Perry Meridian Event', 'IN District - Walker Warren Event', 'NC District - Guilford County Event']"
236,Techno-Ticks,1999,Dominion Millstone Power Station/Lyme-Old Lyme Education Foundation (LOLEF)/Lyme-Old Lyme Public Schools/Brooks Associates Precision Machine Tools & Lyme-Old Lyme High School,,Old Lyme,Connecticut,USA,It's in your blood!,3,"['2016arc', '2016cthar', '2016ctwat']","['Archimedes Division', 'NE District - Hartford Event', 'NE District - Waterbury Event']"
237,Black Magic Robotics,1999,Siemon Company / United Technologies Corporation / TUV Rheinland / Trumpf / MacDermid Performance Solutions & Watertown High School,,Watertown,Connecticut,USA," ""Black is Back""",4,"['2016cthar', '2016ctsc', '2016nhdur', '2016scmb']","['NE District - Hartford Event', 'Connecticut State Championship', 'NE District - UNH Event', 'Palmetto Regional']"
238,Cruisin' Crusaders,1999,Texas Instruments/Bosch Community Foundation & Manchester Memorial High School,,Manchester,New Hampshire,USA,,5,"['2016mabos', '2016ncash', '2016necmp', '2016nhgrs', '2016week0']","['NE District - Boston Event', 'NC District - UNC Asheville Event', 'New England District Championship', 'NE District - Granite State Event', 'Week 0']"
240,Tempest,1999,DTE Energy /UWUA Local 223/Clark Family/Stolisov Family & Jefferson High School,,Monroe,Michigan,USA,Students Hands on the Bot,2,"['2016miliv', '2016mitry']","['FIM District - Livonia Event', 'FIM District - Troy Event']"
244,RoboDawgs 3D,1999,MH Labs & Grandville High School,,Grandville,Michigan,USA,,3,"['2016abca', '2016misjo', '2016miwmi']","['Western Canada Regional', 'FIM District - St. Joseph Event', 'FIM District - West Michigan Event']"
245,Adambots,1999,GM Global Product Operations / FCA  / Borg-Warner / R & G Drummer / US Army TARDEC_NDEP / State of MI FRC Grant / Valeo Thermal Systems / Magna Powertrain / Magna Seating-Shelby Foam Systems / TEK PROS TODAY / Friends & Family of the Adambots & Rochester Adams High School,,Rochester Hills,Michigan,USA,"If at FIRST you don't succeed, Chub it up another notch!",4,"['2016gal', '2016micen', '2016miwat', '2016ohci']","['Galileo Division', 'FIM District - Center Line Event', 'FIM District - Waterford Event', 'Queen City Regional']"
246,Overclocked,1999,Boston University & Boston University Academy,,Boston,Massachusetts,USA,,4,"['2016mabos', '2016manda', '2016marea', '2016necmp']","['NE District - Boston Event', 'NE District - UMass-Dartmouth Event', 'NE District - North Shore Event', 'New England District Championship']"
247,Da Bears,1999,Terminal Supply/AMG Advanced Manufacturing Group/DADARA Ford Motor Company/FCA Foundation/Berkley Education Foundation/Eaton Corporation/Solid Works/TechShop/24 Group & Berkley High School & Shrine Catholic High School,,Berkley,Michigan,USA,"Building Dreams, Engineering Futures.",3,"['2016mibro', '2016milsu', '2016misou']","['FIM District - Woodhaven Event', 'FIM District - Lake Superior State University Event', 'FIM District - Southfield Event']"
